Word,English translation,Word class,Imageability (level),Imageability,Subjective AoA (level),Subjective AoA,Usage frequency (level),Usage frequency,Usage frequency per million words,No. phonological neighbours (level),No. phonological neighbours,Phonological neighbourhood density (level),Phonological neighbourhood density,Phonological neighbours,No. letters,No. sounds,No. syllables,Derivation?,Compound?,First sound fricative?,Starts in consonant cluster?,Grammatical gender,Mainly used in plural?,Mass noun?,Valency,Transitivity,Multi-word phrase?
et postbud,a mail man/a mail carrier,noun,medium,6.4293253,medium,5.642857143,low,374,0.534285714,few,2,low,133,"postbudet (<1), postbuda (<1)",7,7,2,FALSE,TRUE,FALSE,FALSE,neutrum,FALSE,FALSE,,,FALSE
et prinsipp,a principle,noun,low,2.897635851,late,12.27272727,high,44102,63.00285714,few,2,medium,16822,"prinsippet (23), prinsippa (<1)",8,7,2,FALSE,FALSE,FALSE,TRUE,neutrum,FALSE,FALSE,,,FALSE
et problem,a problem,noun,low,3.295211257,medium,6.5,high,293953,419.9328571,few,2,medium,78588,"problemet (111), problema (<1)",7,7,2,FALSE,FALSE,FALSE,TRUE,neutrum,FALSE,FALSE,,,FALSE
et produkt,a product,noun,low,3.617601365,late,9,high,87441,124.9157143,few,2,medium,15087,"produktet (21), produkta (<1)",7,7,2,FALSE,FALSE,FALSE,TRUE,neutrum,FALSE,FALSE,,,FALSE
et publikum,,noun,medium,6.26,,,high,47718,68.16857143,few,1,low,1536,"publikummet (1), publikumet (<1)",8,8,3,FALSE,FALSE,FALSE,FALSE,neutrum,FALSE,FALSE,,,FALSE
et puslespill,a jigsaw puzzle,noun,medium,6.46069845,early,3.714285714,low,1542,2.202857143,few,2,low,536,puslespillet (<1),10,9,3,FALSE,TRUE,FALSE,FALSE,neutrum,FALSE,FALSE,,,FALSE
et råd,,noun,low,3.49,,,high,93515,133.5928571,some,18,medium,82376,"red (42), rad (29), rådet (18), rå (17), rår (3), raid (3), reid (1), rov (<1), rok (<1), dåd (<1), råk (<1), råda (<1), rådd (<1), råa (<1), rån (<1), reidd (<1), våd (<1), rås (<1), rål (<1), fråd (<1)",3,3,1,FALSE,FALSE,FALSE,FALSE,neutrum,FALSE,FALSE,,,FALSE
et ran,a robbery/a mugging,noun,medium,5.876959202,medium,7.5,medium,5391,7.701428571,many,34,high,4740679,"kan (4113), man (2015), jan (202), an (136), rart (62), ren (47), rad (29), van (23), fan (21), regn (19), gran (18), rana (9), rar (8), rein (7), ranet (5), rant (5), ra (5), run (4), khan (4), ban (4), rap (4), tran (3), rand (3), ras (3), uran (2), tan (1), gan (1), kran (1), rav (1), rak (<1), raa (<1), rag (<1), rin (<1), fonn (<1), raet (<1), rann (<1), rån (<1), røyn (<1)",3,3,1,FALSE,FALSE,FALSE,FALSE,neutrum,FALSE,FALSE,,,FALSE
et ras,a landslide,noun,medium,6.324229319,medium,7.076923077,medium,3127,4.467142857,many,37,high,372228,"as (207), tas (65), rart (62), has (50), rad (29), ros (14), rus (12), ris (12), rar (8), gas (8), race (7), ran (5), mas (5), ra (5), reis (5), res (4), rap (4), røys (2), rast (2), dras (2), bas (1), gras (1), raus (1), raset (1), fas (1), rav (1), kas (1), rak (<1), vas (<1), raa (<1), rag (<1), rasa (<1), kjas (<1), tras (<1), raet (<1), bras (<1), kras (<1), rås (<1)",3,3,1,FALSE,FALSE,FALSE,FALSE,neutrum,FALSE,FALSE,,,FALSE
et ratt,,noun,high,6.8,,,medium,3888,5.554285714,many,45,high,7175439,"at (8615), tatt (395), rett (356), hatt (326), satt (255), att (65), natt (44), rødt (40), katt (19), latt (16), dratt (15), fatt (13), matt (12), rakk (11), rått (8), ram (7), bratt (6), ritt (5), rattet (5), rant (5), watt (5), datt (4), rand (3), rang (2), rast (2), rapp (1), kratt (1), gatt (<1), rott (<1), rakt (<1), rabb (<1), raft (<1), rann (<1), rutt (<1), vatt (<1), ragg (<1), jatt (<1), ramt (<1), raff (<1), patt (<1), radd (<1), ratta (<1), rall (<1), rytt (<1), rapt (<1), ratsj (<1), rangt (<1)",4,3,1,FALSE,FALSE,FALSE,FALSE,neutrum,FALSE,FALSE,,,FALSE
et rede,a nest,noun,high,6.76741773,medium,3.866666667,medium,4081,5.83,many,23,medium,131875,"nede (59), redde (43), rene (33), lede (22), råde (6), kjede (4), ride (2), vrede (2), reke (2), kjedet (2), redet (1), rade (1), reder (1), frede (1), reve (1), rode (<1), bede (<1), reda (<1), skjede (<1), hede (<1), raide (<1), redes (<1), reide (<1), urede (<1), reidde (<1)",4,4,2,FALSE,FALSE,FALSE,FALSE,neutrum,FALSE,FALSE,,,FALSE
et redskap,a tool,noun,medium,4.997253777,medium,7.230769231,medium,11018,15.74,few,2,low,581,"redskapet (<1), redskapa (<1)",7,6,2,TRUE,FALSE,FALSE,FALSE,neutrum,FALSE,FALSE,,,FALSE
et redskapsskjul,a tool shed,noun,medium,6.548444092,late,7.636363636,low,7,0.01,no info,,,,no info,13,11,3,TRUE,TRUE,FALSE,FALSE,neutrum,FALSE,FALSE,,,FALSE
et reinsdyr,a reindeer,noun,high,6.803104422,medium,5,low,1316,1.88,few,2,low,150,"reinsdyret (<1), reinsdyra (<1)",8,7,2,FALSE,TRUE,FALSE,FALSE,neutrum,FALSE,FALSE,,,FALSE
et reir,a nest,noun,high,6.610293136,medium,4.428571429,medium,4122,5.888571429,many,27,medium,65287,"regn (19), rør (13), rir (10), rar (8), rein (7), leir (6), rei (5), reis (5), rår (3), reiret (3), rer (1), reiv (1), ror (1), reid (1), reid (1), reim (<1), eir (<1), rur (<1), seir (<1), feir (<1), røyr (<1), reit (<1), ryr (<1), reia (<1), reip (<1), rær (<1), reik (<1), reidd (<1), reira (<1), reil (<1)",4,3,1,FALSE,FALSE,FALSE,FALSE,neutrum,FALSE,FALSE,,,FALSE
et rep,,noun,medium,6.35,,,medium,2822,4.031428571,many,20,high,365244,"re (360), ren (47), red (42), grep (30), rev (9), race (7), res (4), rap (4), cape (3), rop (3), rer (1), rek (1), rip (1), drep (1), pep (<1), repet (<1), lep (<1), repp (<1), repa (<1), reip (<1), røp (<1)",3,3,1,FALSE,FALSE,FALSE,FALSE,neutrum,FALSE,FALSE,,,FALSE
et resultat,a result,noun,low,3.851441293,late,7.714285714,high,180254,257.5057143,few,2,medium,57380,"resultatet (81), resultata (<1)",8,8,3,FALSE,FALSE,FALSE,FALSE,neutrum,FALSE,FALSE,,,FALSE
et rom,a room,noun,medium,6.222621177,medium,3.928571429,high,87747,125.3528571,many,20,medium,112819,"tom (80), rommet (41), dum (17), ram (7), bom (5), rem (2), lom (1), brom (1), krom (1), brum (<1), grom (<1), rodd (<1), krum (<1), kum (<1), gom (<1), røm (<1), hom (<1), romma (<1), trom (<1), romt (<1), rung (<1)",3,3,1,FALSE,FALSE,FALSE,FALSE,neutrum,FALSE,FALSE,,,FALSE
et rør,,noun,high,6.65,,,medium,6088,8.697142857,many,37,high,1724491,"før (974), gjør (680), bør (507), sør (49), dør (43), rød (38), lør (35), tør (32), hør (27), sir (15), kjør (11), rir (10), rar (8), rørt (5), røk (4), røret (3), rår (3), reir (2), rer (1), ror (1), skjør (1), ør (<1), røra (<1), røv (<1), mør (<1), trør (<1), rur (<1), røyr (<1), ryr (<1), vør (<1), rær (<1), røl (<1), røl (<1), nør (<1), frør (<1), røp (<1), vørd (<1), røt (<1), grør (<1)",3,3,1,FALSE,FALSE,FALSE,FALSE,neutrum,FALSE,FALSE,,,FALSE
et rykk,a twitch,noun,low,3.999573318,late,9.1,medium,3562,5.088571429,many,19,medium,95858,"trykk (49), rock (37), rygg (13), rakk (11), rykket (9), tykk (8), dykk (2), rydd (1), rack (<1), rekk (<1), rykka (<1), ryk (<1), rokk (<1), rikk (<1), rykt (<1), nykk (<1), rynk (<1), rytt (<1), rukk (<1)",4,3,1,FALSE,FALSE,FALSE,FALSE,neutrum,FALSE,FALSE,,,FALSE
et sår,,noun,medium,6.45,,,medium,10538,15.05428571,many,35,high,7409380,"så (3760), når (1676), år (1364), får (1249), går (784), ser (759), står (428), vår (345), sør (49), hår (23), gård (18), sir (15), sir (15), sur (15), sov (12), såret (12), spår (10), såg (7), sårt (5), kår (4), sær (4), lår (4), rår (3), vor (3), skår (2), syr (1), skor (<1), mår (<1), såra (<1), tsar (<1), sås (<1), bår (<1), scor (<1), dår (<1), tår (<1), seir (<1), såp (<1), såt (<1), såa (<1), sål (<1), sål (<1)",3,3,1,FALSE,FALSE,TRUE,FALSE,neutrum,FALSE,FALSE,,,FALSE
et sinne,an anger,noun,low,3.971111576,late,8.642857143,medium,7254,10.36285714,many,29,high,965415,"sine (559), finne (301), inne (169), sende (89), sitte (64), vinne (61), minne (32), sanne (13), tine (12), minnet (12), signe (9), binde (8), sunne (8), sinte (5), sunde (5), sinnet (4), sinnet (4), pinne (3), sinna (2), skinne (2), spinne (1), linde (1), i sinne (<1), hinne (<1), sidde (<1), vinde (<1), binne (<1), svinne (<1), stinne (<1), sippe (<1), linne (<1), silde (<1), kinne (<1), rinne (<1)",5,4,2,FALSE,FALSE,TRUE,FALSE,neutrum,FALSE,FALSE,,,FALSE
et sirkus,a circus,noun,medium,6.408450168,medium,5,medium,3907,5.581428571,few,2,low,981,"sirkuset (1), sirkusa (<1)",6,6,2,FALSE,FALSE,TRUE,FALSE,neutrum,FALSE,FALSE,,,FALSE
et sjal,a shawl,noun,medium,6.477967824,medium,6.714285714,medium,2332,3.331428571,many,19,medium,81654,"al (32), gal (15), sjel (14), skjul (14), sal (10), mal (5), dal (4), nal (3), val (3), tal (2), hval (2), pal (2), hal (1), kal (1), sjalet (1), fal (<1), bal (<1), lal (<1), skjel (<1), sjah (<1), sjala (<1)",4,3,1,FALSE,FALSE,TRUE,FALSE,neutrum,FALSE,FALSE,,,FALSE
et skadeomfang,,noun,low,3.5,,,low,654,0.934285714,no info,,,,no info,11,no info,no info,FALSE,TRUE,,,neutrum,FALSE,FALSE,,,FALSE
et skap,a cupboard/a cabinet/a closet,noun,high,6.873411633,medium,4.571428571,medium,11309,16.15571429,some,15,medium,55028,"skapt (41), ska (22), skapet (8), skar (3), skat (<1), skrap (<1), scoop (<1), skapa (<1), skad (<1), skop (<1), skak (<1), skav (<1), skarn (<1), skas (<1), skag (<1)",4,4,1,FALSE,FALSE,TRUE,TRUE,neutrum,FALSE,FALSE,,,FALSE
et skaut,a head scarf,noun,medium,6.416255978,medium,5.230769231,low,924,1.32,some,11,medium,3957,"snaut (3), skau (<1), skat (<1), skeet (<1), skautet (<1), staut (<1), skut (<1), snautt (<1), kaut (<1), skauv (<1), skauta (<1), skåt (<1)",5,4,1,FALSE,FALSE,TRUE,TRUE,neutrum,FALSE,FALSE,,,FALSE
et skip,a ship,noun,high,6.679077249,medium,4.384615385,medium,23295,33.27857143,some,15,medium,37185,"ski (27), skipet (12), hip (3), pip (2), rip (1), jeep (1), skit (1), sjia (1), slip (<1), sip (<1), skia (<1), nip (<1), skipa (<1), skirt (<1), skiv (<1), skir (<1)",4,3,1,FALSE,FALSE,TRUE,FALSE,neutrum,FALSE,FALSE,,,FALSE
et skjegg,,noun,high,6.83,,,medium,3489,4.984285714,some,15,medium,181886,"sjekk (83), legg (68), skjedd (63), egg (26), vegg (10), skjell (2), skjegget (2), hegg (1), skjenn (<1), skygg (<1), skjem (<1), degg (<1), skjend (<1), slegg (<1), skjegga (<1)",6,3,1,FALSE,FALSE,TRUE,FALSE,neutrum,FALSE,FALSE,,,FALSE
et skjelett,,noun,high,6.65,,,medium,2728,3.897142857,few,2,low,993,skjelettet (1),8,5,2,FALSE,FALSE,TRUE,FALSE,neutrum,FALSE,FALSE,,,FALSE
et skjell,a (sea)shell,noun,high,6.785337932,medium,4.090909091,medium,2416,3.451428571,many,29,high,1470909,"selv (1206), vel (566), sjekk (83), skjedd (63), skyld (51), gjeld (23), meld (22), hell (20), sjel (14), vell (14), tell (7), held (4), selg (4), skjold (3), skjegg (3), fell (2), skill (1), ell (1), skyll (1), cello (1), lell (<1), skjelt (<1), eld (<1), skjelv (<1), shelf (<1), pell (<1), tjeld (<1), skjellet (<1), skjel (<1), skjenn (<1), hjell (<1), skjem (<1), oskjell (<1), gjell (<1), skjella (<1), skjelm (<1), skjend (<1)",6,3,1,FALSE,FALSE,TRUE,FALSE,neutrum,FALSE,FALSE,,,FALSE
et skjerf,a scarf,noun,high,6.608385081,early,3.464285714,medium,3566,5.094285714,some,7,medium,22323,"skjerm (27), skjerp (2), skjerfet (1), sherry (<1), skjerv (<1), skjerfa (<1), skjerr (<1)",6,4,1,FALSE,FALSE,TRUE,FALSE,neutrum,FALSE,FALSE,,,FALSE
et skjønn,a judgement/a discretion,noun,low,2.334503081,late,12.76923077,medium,5802,8.288571429,some,15,medium,126511,"kjønn (45), lønn (44), sønn (38), skjønt (21), bønn (10), skinn (6), run (4), skjørt (4), dønn (2), skjønnet (<1), skynd (<1), shunt (<1), skjønna (<1), skjenn (<1), skjøtt (<1), skjend (<1), skjøns (<1)",6,3,1,FALSE,FALSE,TRUE,FALSE,neutrum,FALSE,FALSE,,,FALSE
et skjul,a shed,noun,medium,5.55480544,medium,5.571428571,medium,9745,13.92142857,some,18,medium,177491,"jul (119), sju (30), fugl (21), kul (16), skjult (15), sjel (14), gul (10), hjul (9), ul (2), pool (2), sjal (2), sjuk (2), hul (1), bul (<1), sul (<1), pul (<1), jour (<1), mul (<1), ful (<1), joule (<1), skjel (<1), skjulet (<1), skjula (<1)",5,3,1,FALSE,FALSE,TRUE,FALSE,neutrum,FALSE,FALSE,,,FALSE
et skremsel,a scarecrow,noun,low,4.128551882,late,8.266666667,low,442,0.631428571,few,1,low,7,skremselet (<1),8,8,2,TRUE,FALSE,TRUE,TRUE,neutrum,FALSE,FALSE,,,FALSE
et skrivebord,a desk,noun,high,6.625276766,medium,5.283018868,medium,3697,5.281428571,few,3,medium,2682,"skrivebordet (3), skrivebok (<1)",10,9,3,FALSE,TRUE,TRUE,TRUE,neutrum,FALSE,FALSE,,,FALSE
et skur,a shed,noun,medium,6.459342786,medium,4.769230769,low,1236,1.765714286,some,17,medium,38971,"sur (15), snur (15), skrur (7), skar (3), kur (3), sku (3), skår (2), skuret (1), skor (<1), skor (<1), scoop (<1), skul (<1), scor (<1), skurr (<1), skut (<1), skurt (<1), stur (<1), skura (<1), skuv (<1)",4,4,1,FALSE,FALSE,TRUE,TRUE,neutrum,FALSE,FALSE,,,FALSE
et skyts,,noun,low,3.04,,,low,1085,1.55,few,3,low,1508,"skyss (1), skytset (<1)",5,4,1,FALSE,FALSE,TRUE,FALSE,neutrum,FALSE,FALSE,,,FALSE
et slips,a tie,noun,high,6.659355446,medium,4.74137931,medium,1919,2.741428571,some,8,medium,8866,"slipp (10), slippet (<1), slaps (<1), slipset (<1), klips (<1), slippa (<1), sliss (<1), slipsa (<1)",5,5,1,FALSE,FALSE,TRUE,TRUE,neutrum,FALSE,FALSE,,,FALSE
et slott,a castle,noun,medium,6.436749908,early,3.333333333,medium,5679,8.112857143,some,14,high,255228,"slutt (157), flott (114), slett (33), slitt (16), slåss (11), blått (9), sloss (7), slottet (7), flått (3), plot (2), plott (<1), blott (<1), lott (<1), lått (<1), slokk (<1), slokt (<1), slodd (<1), slom (<1), slotta (<1)",5,4,1,FALSE,FALSE,TRUE,TRUE,neutrum,FALSE,FALSE,,,FALSE
et smørbrød,a sandwich,noun,medium,6.591756323,medium,5.928571429,low,607,0.867142857,few,2,low,39,smørbrødet (<1),8,7,2,FALSE,TRUE,TRUE,TRUE,neutrum,FALSE,FALSE,,,FALSE
et smykke,a piece of jewellery/a piece of jewelery,noun,medium,6.563787593,medium,4.8,medium,5431,7.758571429,some,8,medium,31918,"stykke (28), stykket (10), smykker (5), smykket (<1), smukke (<1), smekke (<1), smykkes (<1), smykka (<1), smikke (<1)",6,5,2,FALSE,FALSE,TRUE,TRUE,neutrum,FALSE,FALSE,,,FALSE
et sopelime,a broom,noun,medium,6.533224137,medium,7,low,130,0.185714286,few,3,low,86,"sopelimen (<1), sopelimer (<1)",8,8,4,FALSE,TRUE,TRUE,FALSE,neutrum,FALSE,FALSE,,,FALSE
et soverom,,noun,high,6.72,,,medium,11376,16.25142857,few,2,medium,4151,"soverommet (5), soveromma (<1)",7,7,3,FALSE,TRUE,TRUE,FALSE,neutrum,FALSE,FALSE,,,FALSE
et spark,a kick,noun,medium,6.225282583,medium,3.923076923,medium,12891,18.41571429,some,7,medium,25302,"park (24), sparket (11), sparka (<1), spank (<1), sparr (<1), sparkl (<1), skark (<1)",5,5,1,FALSE,FALSE,TRUE,TRUE,neutrum,FALSE,FALSE,,,FALSE
et speil,a mirror,noun,high,6.651181897,early,3.285714286,medium,9014,12.87714286,some,12,medium,10770,"speilet (7), seil (3), peil (1), segl (<1), spil (<1), spol (<1), steil (<1), snegl (<1), spyl (<1), speila (<1), spæl (<1), speid (<1), speilt (<1)",5,4,1,FALSE,FALSE,TRUE,TRUE,neutrum,FALSE,FALSE,,,FALSE
et spekter,a spectrum,noun,low,3.906043623,late,13.08333333,medium,6023,8.604285714,few,2,medium,7178,"aspekter (8), spekteret (1)",7,7,2,FALSE,FALSE,TRUE,TRUE,neutrum,FALSE,FALSE,,,FALSE
et spill,a game,noun,medium,5.728499674,early,3.571428571,high,127042,181.4885714,some,14,medium,155799,"spillet (81), spilt (68), snill (28), still (19), spiss (14), sild (4), pill (1), spell (1), spinn (<1), spil (<1), spilla (<1), spidd (<1), spikk (<1), svill (<1)",5,4,1,FALSE,FALSE,TRUE,TRUE,neutrum,FALSE,FALSE,,,FALSE
et spøkelse,a ghost,noun,medium,6.237739884,medium,4.153846154,medium,3464,4.948571429,few,3,low,1819,"spøkelser (2), spøkelsa (<1)",8,8,3,TRUE,FALSE,TRUE,TRUE,neutrum,FALSE,FALSE,,,FALSE
et spor,a track/a trace,noun,medium,5.911707251,medium,7.090909091,medium,32486,46.40857143,some,14,high,413464,"stor (524), sport (27), sporet (12), spår (10), spar (7), snor (2), spyr (2), spon (<1), skor (<1), svor (<1), spora (<1), sper (<1), spol (<1), spir (<1)",4,4,1,FALSE,FALSE,TRUE,TRUE,neutrum,FALSE,FALSE,,,FALSE
et spørsmål,a question,noun,low,3.713985808,medium,3.857142857,high,261136,373.0514286,few,2,medium,74713,"spørsmålet (106), spørsmåla (<1)",8,7,2,TRUE,FALSE,TRUE,TRUE,neutrum,FALSE,FALSE,,,FALSE
et stativ,a rack,noun,medium,6.062707817,medium,4.642857143,medium,4265,6.092857143,few,2,low,855,"stativet (1), stativa (<1)",6,6,2,FALSE,FALSE,TRUE,TRUE,neutrum,FALSE,FALSE,,,FALSE
et stearinlys,a candle,noun,high,6.642383428,medium,5.230769231,low,1510,2.157142857,few,2,low,71,stearinlyset (<1),10,10,4,FALSE,TRUE,TRUE,TRUE,neutrum,FALSE,FALSE,,,FALSE
et sted,a place,noun,low,4.21791819,medium,4.5,high,233006,332.8657143,many,24,high,1193294,"se (1032), sted (199), stå (139), sto (90), stod (59), stedet (50), steg (41), te (36), støy (22), sten (6), sti (5), stek (4), sta (4), stø (2), spe (2), smed (2), sne (<1), sved (<1), sped (<1), sve (<1), stu (<1), ster (<1), stev (<1), stel (<1), stes (<1), steet (<1), stea (<1)",4,3,1,FALSE,FALSE,TRUE,TRUE,neutrum,FALSE,FALSE,,,FALSE
et stikk,a stab/a sting,noun,medium,5.945751585,medium,4.727272727,low,1186,1.694285714,many,20,medium,36237,"still (19), stakk (15), strikk (2), sting (2), stokk (2), stykk (1), sic (1), støkk (1), stinn (<1), stikka (<1), stikket (<1), tikk (<1), stilk (<1), stekk (<1), stirr (<1), spikk (<1), stink (<1), stukk (<1), smikk (<1)",5,4,1,FALSE,FALSE,TRUE,TRUE,neutrum,FALSE,FALSE,,,FALSE
et stopp,a stop,noun,medium,5.123317212,medium,4.5,medium,19122,27.31714286,some,13,high,205175,"topp (184), stått (35), stoppet (31), stoff (25), sopp (8), stokk (2), stoppa (2), stapp (<1), stropp (<1), stoll (<1), stepp (<1), storr (<1), stolp (<1)",5,4,1,FALSE,FALSE,TRUE,TRUE,neutrum,FALSE,FALSE,,,FALSE
et strykejern,an iron,noun,medium,6.46158831,medium,4.228070175,low,286,0.408571429,few,2,low,161,strykejernet (<1),10,9,3,FALSE,TRUE,TRUE,TRUE,neutrum,FALSE,FALSE,,,FALSE
et stunt,a stunt,noun,low,4.181469389,late,11.5,medium,3281,4.687142857,no info,,,,no info,5,5,1,FALSE,FALSE,TRUE,TRUE,neutrum,FALSE,FALSE,,,FALSE
et styggvær,a bad weather,noun,medium,6.254378051,medium,5.928571429,low,50,0.071428571,few,2,low,38,"styggværet (<1), styggevær (<1)",8,7,2,FALSE,TRUE,TRUE,TRUE,neutrum,FALSE,FALSE,,,FALSE
et sukkertøy,a candy,noun,medium,6.419878195,medium,4.153846154,low,463,0.661428571,few,2,low,61,sukkertøyet (<1),9,6,3,FALSE,TRUE,TRUE,FALSE,neutrum,FALSE,FALSE,,,FALSE
et svar,an answer,noun,low,4.422729395,medium,5,high,264786,378.2657143,many,19,high,2563309,"var (3531), svaret (49), svak (28), star (22), spar (7), kvar (6), svær (4), svir (4), skar (3), svara (1), snar (<1), tsar (<1), svor (<1), sval (<1), sva (<1), svag (<1), svaet (<1), svaa (<1)",4,4,1,FALSE,FALSE,TRUE,TRUE,neutrum,FALSE,FALSE,,,FALSE
et sverd,,noun,high,6.74,,,medium,4598,6.568571429,some,6,low,1718,"sverdet (2), sverm (<1), sverg (<1), sverda (<1), sveivd (<1)",5,5,1,FALSE,FALSE,TRUE,TRUE,neutrum,FALSE,FALSE,,,FALSE
et svin,a pig/a swine/a hog/a pork,noun,medium,6.283905177,medium,6.769230769,medium,2951,4.215714286,some,16,high,739447,"sin (969), svein (41), vin (31), svi (4), svir (4), svik (3), svinn (<1), svina (<1), svinet (<1), svint (<1), hvin (<1), kvin (<1), svis (<1), sviv (<1), svim (<1), svip (<1)",4,4,1,FALSE,FALSE,TRUE,TRUE,neutrum,FALSE,FALSE,,,FALSE
et sykehus,a hospital,noun,high,6.808417068,medium,5.3,high,52928,75.61142857,few,2,medium,18488,"sykehuset (26), sykehusa (<1)",7,7,3,FALSE,TRUE,TRUE,FALSE,neutrum,FALSE,FALSE,,,FALSE
et syndrom,a syndrome,noun,low,3.760246218,late,11.84615385,medium,5079,7.255714286,few,2,low,1026,syndromet (1),7,7,2,FALSE,FALSE,TRUE,FALSE,neutrum,FALSE,FALSE,,,FALSE
et system,a system,noun,low,4.162954109,late,9.076923077,high,99689,142.4128571,few,2,medium,39637,"systemet (56), systema (<1)",6,6,2,FALSE,FALSE,TRUE,FALSE,neutrum,FALSE,FALSE,,,FALSE
et tak,a roof/a ceiling/a hold,noun,high,6.675476604,early,3.736842105,high,80783,115.4042857,many,24,high,1617666,"ta (790), tar (524), tok (278), bak (227), takk (190), sak (123), tas (65), tap (57), taket (27), ak (8), tek (5), tal (2), vak (2), tan (1), teak (1), tik (1), rak (<1), jak (<1), kak (<1), hak (<1), mak (<1), lak (<1), taka (<1), stak (<1), tav (<1)",3,3,1,FALSE,FALSE,FALSE,FALSE,neutrum,FALSE,FALSE,,,FALSE
et tårn,,noun,medium,6.55,,,medium,5489,7.841428571,some,14,medium,34279,"tog (19), turn (15), tå (4), tårnet (4), tov (1), tåa (<1), tørn (<1), torn (<1), forn (<1), thorn (<1), tår (<1), tål (<1), tårna (<1), tåg (<1), tåt (<1), morgn (<1)",4,3,1,FALSE,FALSE,FALSE,FALSE,neutrum,FALSE,FALSE,,,FALSE
et tegn,a sign,noun,medium,4.743523697,late,8.071428571,high,52450,74.92857143,many,22,medium,150142,"tap (57), stein (48), tape (20), regn (19), tegnet (17), bein (16), teit (8), rein (7), mein (5), sein (2), tan (1), hein (1), tin (1), tun (1), ton (1), tegl (<1), teip (<1), tyn (<1), tegna (<1), teig (<1), segn (<1), egn (<1), hegn (<1), skein (<1), degn (<1), teint (<1), teinet (<1)",4,3,1,FALSE,FALSE,FALSE,FALSE,neutrum,FALSE,FALSE,,,FALSE
et telt,a tent,noun,high,6.608741973,medium,5.25,medium,6199,8.855714286,many,23,high,744449,"helt (878), tett (53), test (49), felt (32), meldt (25), tell (7), tent (5), teltet (4), stelt (1), elt (1), teft (1), belt (<1), skjelt (<1), velt (<1), melt (<1), gjeldt (<1), pelt (<1), tekt (<1), temt (<1), telta (<1), gjelt (<1), teln (<1)",4,4,1,FALSE,FALSE,FALSE,FALSE,neutrum,FALSE,FALSE,,,FALSE
et tema,a theme/a subject,noun,low,3.612082142,late,9.4,high,127977,182.8242857,some,7,medium,57810,"temaet (70), skjema (11), gama (<1), teama (<1), tela (<1), trema (<1)",4,4,2,FALSE,FALSE,FALSE,FALSE,neutrum,FALSE,FALSE,,,FALSE
et tempo,,noun,low,3.54,,,medium,18387,26.26714286,some,5,medium,6965,"tempoet (7), temp (1), tempi (<1), a tempo (<1)",5,5,2,FALSE,FALSE,FALSE,FALSE,neutrum,FALSE,FALSE,,,FALSE
et teppe,a carpet/a rug/a blanket,noun,high,6.90716008,early,3.785714286,medium,8254,11.79142857,many,20,medium,67125,"neppe (56), tette (10), telle (9), tippe (4), tenne (4), tepper (2), toppe (2), tappe (1), temme (1), steppe (<1), tekket (<1), leppe (<1), deppe (<1), tuppe (<1), tekke (<1), skjeppe (<1), tedde (<1), heppe (<1), teppa (<1)",5,4,2,FALSE,FALSE,FALSE,FALSE,neutrum,FALSE,FALSE,,,FALSE
et termometer,a thermometer,noun,high,6.712041666,medium,5.5,low,898,1.282857143,few,1,low,313,termometeret (<1),10,10,4,FALSE,FALSE,FALSE,FALSE,neutrum,FALSE,FALSE,,,FALSE
et tjern,,noun,medium,6.46,,,low,1427,2.038571429,some,8,medium,19078,"vern (13), jern (7), kjær (3), kjært (1), tjernet (<1), kjer (<1), tjørn (<1), tjerna (<1), tjær (<1), kjørn (<1)",5,3,1,FALSE,FALSE,TRUE,FALSE,neutrum,FALSE,FALSE,,,FALSE
et toalett,a toilet,noun,high,6.83982075,early,2.923076923,medium,8131,11.61571429,few,2,medium,2963,"toalettet (4), toaletta (<1)",7,6,3,FALSE,FALSE,FALSE,FALSE,neutrum,FALSE,FALSE,,,FALSE
et tog,a train,noun,high,6.978400078,early,3.076923077,medium,24355,34.79285714,some,15,medium,63138,"dog (54), toget (16), tå (4), log (4), tårn (3), låg (2), tov (1), bog (1), våg (1), tåa (<1), teig (<1), toga (<1), tår (<1), tål (<1), måg (<1), tåt (<1), tåga (<1)",3,3,1,FALSE,FALSE,FALSE,FALSE,neutrum,FALSE,FALSE,,,FALSE
et tonn,,noun,low,3.7,,,medium,16936,24.19428571,many,21,high,382139,"topp (184), sånn (181), hånd (51), don (25), bånd (16), tynn (16), ånd (15), tolv (15), fond (13), mon (6), toll (4), tann (3), non (3), tinn (1), monn (1), bonn (1), tenn (<1), tott (<1), tort (<1), fonn (<1), botn (<1), pond (<1), tobb (<1), tonna (<1), tind (<1), tonnet (<1), vånd (<1), onn (<1), tått (<1)",4,3,1,FALSE,FALSE,FALSE,FALSE,neutrum,FALSE,FALSE,,,FALSE
et tøystykke,a cloth,noun,medium,5.921100456,medium,6.6,low,291,0.415714286,no info,,,,no info,9,7,3,FALSE,TRUE,FALSE,FALSE,neutrum,FALSE,FALSE,,,FALSE
et tre,a tree,noun,high,6.893630564,early,2.314814815,medium,21155,30.22142857,many,19,high,504481,"re (360), tro (184), tråd (52), te (36), bred (24), trær (14), trer (9), treet (8), treg (8), tru (5), trå (4), pre (3), tren (3), bre (2), gre (<1), trø (<1), kre (<1), trea (<1), trau (<1), træl (<1), trev (<1), træs (<1)",3,3,1,FALSE,FALSE,FALSE,TRUE,neutrum,FALSE,FALSE,,,FALSE
